id_A,id_B,certificate_score,evidence_count,witness_path,region_size,jaccard_score,tfidf_score,sbert_score,value_score,is_match
1295,1295,18.189541,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.022222222222222223,0.03832619483753512,0.27463402717974994,0.11172748141316909,0
1080,1080,18.185414,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0784313725490196,0.02487913191396229,0.5036890606096985,0.20233318835756017,0
743,743,18.185271,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09615384615384616,0.045647933945253905,0.14357034012732833,0.09512404007547613,0
1753,1753,18.184,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.43949969669628486,0.1464998988987616,0
1417,1417,18.183322,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07692307692307693,0.048464238012210614,0.4512718931927727,0.19221973604268675,0
1306,1306,18.183297,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.025,0.0,0.044347008242041894,0.023115669414013967,0
1372,1806,18.182114,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.03571428571428571,0.0177950272271798,0.2517303086904907,0.1017465405439854,0
1689,1689,18.182006,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08695652173913043,0.05081624778537923,0.5605021312127861,0.23275830024576527,0
448,448,18.180171,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.1388888888888889,0.1160672954154584,0.3373426061611481,0.19743293015516514,0
2014,2014,18.178723,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.1,0.019356778292220173,0.48147723458643493,0.20027800429288503,0
2210,1066,18.178492,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06666666666666667,0.05005292828991399,0.5542074767263145,0.22364235722763173,0
1574,1574,18.176807,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07142857142857142,0.030536495618208363,0.23519099642647218,0.112385354491084,0
1622,1622,18.176741,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06060606060606061,0.084850923390953,0.4353490205733729,0.19360200152346216,0
1348,616,18.176347,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07894736842105263,0.03469196154053954,0.1352374576824255,0.08295892921467256,0
966,966,18.175879,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.027777777777777776,0.0,0.2784873790390201,0.1020883856055993,0
1982,1982,18.17582,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07142857142857142,0.031809281428228496,0.17750656402733628,0.09358147229471207,0
2197,2197,18.175362,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.046153846153846156,0.007251029183424121,0.4708184426831553,0.1747411060068085,0
42,1277,18.175355,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.047619047619047616,0.01379588330145344,0.12685025569625183,0.0627550622055843,0
1925,1925,18.175339,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07894736842105263,0.027693597789278435,0.3790421949483357,0.16189438705288892,0
1337,1337,18.174442,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.041666666666666664,0.009760059644940595,0.20145382425702132,0.08429351685620952,0
466,1674,18.174262,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.13513513513513514,0.1176874385330456,0.5300480734707613,0.26095688237964737,0
1316,1316,18.173979,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.13157894736842105,0.04473044071172287,0.4687158408843455,0.21500840965482979,0
1098,1098,18.1737,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.061224489795918366,0.008665356660328317,0.3452094272461822,0.1383664245674763,0
2248,2248,18.173622,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.1111111111111111,0.03824476465999234,0.35246642308703324,0.1672740996193789,0
253,253,18.172974,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0625,0.08221332095434827,0.34465184266790383,0.1631217212074174,0
956,956,18.172864,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08571428571428572,0.0420289131317408,0.4564755507858195,0.19473958321061535,0
1370,1370,18.172405,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08163265306122448,0.025226437921721873,0.2835965765597874,0.13015188918091125,0
1685,1685,18.171582,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.013888888888888888,0.0,0.21809104713422217,0.07732664534103702,0
1636,1636,18.171484,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07692307692307693,0.05658263024443104,0.17496077111747504,0.10282215942832768,0
1346,1227,18.17148,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05555555555555555,0.017520746361281918,0.20925167374154724,0.09410932521946158,0
1383,1383,18.17138,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.10325615328840562,0.03441871776280187,0
1563,1563,18.171139,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08333333333333333,0.03247014666457099,0.22085428058375428,0.11221925352721952,0
1435,1435,18.170941,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0975609756097561,0.09014528161515581,0.27368636728944606,0.153797541504786,0
855,855,18.170816,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.058823529411764705,0.014629317142643115,0.3545525129031343,0.14266845315251403,0
1122,1122,18.170765,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.043478260869565216,0.009960346222686217,0.36683018038316567,0.14008959582513905,0
1399,1399,18.170676,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.034482758620689655,0.015181276928733618,0.4128893728669687,0.15418446947213066,0
2154,2154,18.170646,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.030303030303030304,0.0,0.3033012317077113,0.11120142067024719,0
1745,1745,18.170501,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.10416666666666667,0.02585255286208724,0.3688387505428086,0.16628599002385416,0
1490,1490,18.170129,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.03225806451612903,0.015498884109778217,0.24005713719678715,0.0959380286075648,0
420,420,18.170064,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06060606060606061,0.05153143322206266,0.44407060400992926,0.18540269927935085,0
261,261,18.169939,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08333333333333333,0.022707406405192115,0.21942885781895005,0.10848986585249183,0
1665,1665,18.16989,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.03125,0.015453756582241593,0.27286153856069234,0.10652176504764464,0
1244,1244,18.169415,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.25767178010127056,0.08589059336709019,0
489,489,18.169373,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.03389830508474576,0.00356073780156069,0.2140961071326255,0.08385171667297732,0
1806,1806,18.168523,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.027777777777777776,0.012951800764850516,0.17810889688093234,0.07294615847452021,0
279,279,18.167802,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.03225806451612903,0.0,0.31551197896742844,0.11592334782785248,0
1759,8,18.167642,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05555555555555555,0.0,0.11228999715772683,0.05594851757109413,0
1590,1590,18.167397,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.10714285714285714,0.09424000796065068,0.39897360194388676,0.20011882234913156,0
1087,1087,18.167353,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07894736842105263,0.026068700886551943,0.21201810560281759,0.10567805830347406,0
73,73,18.167111,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09523809523809523,0.05822879504150256,0.46568067383429673,0.20638252137129817,0
755,797,18.167083,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06666666666666667,0.022442702224265698,0.3602346934170501,0.14978135410266083,0
1702,1702,18.166982,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07142857142857142,0.010744251429154118,0.2252958837000331,0.1024895688525862,0
1043,641,18.166915,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.04878048780487805,0.009095946701217914,0.19577542060204728,0.08455061836938109,0
421,421,18.166843,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09615384615384616,0.04114244035916054,0.29459963981382925,0.14396530877561198,0
787,787,18.166761,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08108108108108109,0.07226842515020497,0.24396660247719637,0.13243870290282747,0
150,150,18.166736,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09615384615384616,0.02061522697619521,0.33500977625915584,0.15059294979639906,0
1770,1770,18.166627,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08333333333333333,0.0179110493378918,0.3482851936647595,0.1498431921119949,0
1617,1617,18.166124,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06060606060606061,0.05462431716821253,0.42501538227147795,0.18008192001525036,0
553,553,18.166001,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.13043478260869565,0.04661461289586277,0.3768467039166141,0.18463203314039087,0
2272,2272,18.165864,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.26621467958900125,0.08873822652966708,0
1311,1311,18.165771,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.046511627906976744,0.01969546674526164,0.31851064690611164,0.12823924718611668,0
223,223,18.165674,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0625,0.014375579965194424,0.17417993875504448,0.0836851729067463,0
2110,2110,18.165663,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.1111111111111111,0.08014768021436795,0.35747431809959074,0.18291103647502327,0
1071,1071,18.165403,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05128205128205128,0.024795962315746406,0.31445095349071084,0.1301763223628362,0
85,85,18.165283,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07142857142857142,0.009583818553581827,0.40246193474451164,0.16115810824222163,0
1674,1674,18.165232,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.075,0.0,0.3449150515578304,0.13997168385261013,0
1675,1675,18.165149,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05714285714285714,0.04940533457387719,0.34515271514028767,0.15056696895234067,0
552,552,18.165,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08333333333333333,0.031558794718504105,0.2863396034771722,0.13374391050966986,0
1847,1847,18.164739,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0975609756097561,0.014618253588075655,0.20476445203725593,0.10564789374502924,0
589,589,18.164591,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.2929749732251067,0.0976583244083689,0
1964,1964,18.164306,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.06666666666666667,0.029357876553704573,0.5288260782262213,0.20828354048219752,0
1346,1346,18.163992,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.07894736842105263,0.019467443195634867,0.2710243388971133,0.12314638350460028,0
572,572,18.16399,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05714285714285714,0.006037209510410651,0.2717872383096039,0.11165576832095724,0
698,698,18.163831,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.061224489795918366,0.007132429319054104,0.21050834482358835,0.09295508797952028,0
1776,1776,18.163775,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09090909090909091,0.02483410476063966,0.18266408104600906,0.09946909223857987,0
1921,1921,18.163715,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0851063829787234,0.07391557878922991,0.602956422460776,0.25399279474290976,0
434,434,18.163675,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.08333333333333333,0.022460627727140886,0.17018870593651447,0.09199422233232957,0
978,978,18.163474,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.0,0.0,0.4069563523774983,0.13565211745916608,0
1691,770,18.163229,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05555555555555555,0.04522505814920583,0.22422996994563293,0.1083368612167981,0
156,979,18.163055,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05714285714285714,0.01417473053785228,0.36117835157724454,0.14416531308598465,0
921,921,18.162908,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.09090909090909091,0.016741482400418374,0.4456588106269851,0.18443646131216482,0
2208,2030,18.16269,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.05263157894736842,0.014945888789548572,0.2234243305265663,0.09700059942116109,0
905,905,18.162617,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1,0.10869565217391304,0.012245619219950394,0.1753625039888026,0.09876792512755535,0
