id_A,id_B,certificate_score,evidence_count,witness_path,region_size
743,743,18.185271,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1753,1753,18.184,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1417,1417,18.183322,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1306,1306,18.183297,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1372,1806,18.182114,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1689,1689,18.182006,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
448,448,18.180171,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2014,2014,18.178723,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2210,1066,18.178492,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1574,1574,18.176807,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1622,1622,18.176741,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1348,616,18.176347,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
966,966,18.175879,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1982,1982,18.17582,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2197,2197,18.175362,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
42,1277,18.175355,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1925,1925,18.175339,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1337,1337,18.174442,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
466,1674,18.174262,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1316,1316,18.173979,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1098,1098,18.1737,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2248,2248,18.173622,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
253,253,18.172974,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
956,956,18.172864,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1370,1370,18.172405,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1685,1685,18.171582,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1636,1636,18.171484,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1346,1227,18.17148,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1383,1383,18.17138,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1563,1563,18.171139,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1435,1435,18.170941,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
855,855,18.170816,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1122,1122,18.170765,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1399,1399,18.170676,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2154,2154,18.170646,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1745,1745,18.170501,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1490,1490,18.170129,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
420,420,18.170064,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
261,261,18.169939,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1665,1665,18.16989,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1244,1244,18.169415,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
489,489,18.169373,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1806,1806,18.168523,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
279,279,18.167802,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1759,8,18.167642,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1590,1590,18.167397,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1087,1087,18.167353,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
73,73,18.167111,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
755,797,18.167083,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1702,1702,18.166982,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1043,641,18.166915,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
421,421,18.166843,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
787,787,18.166761,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
150,150,18.166736,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1770,1770,18.166627,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1617,1617,18.166124,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
553,553,18.166001,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2272,2272,18.165864,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1311,1311,18.165771,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
223,223,18.165674,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2110,2110,18.165663,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1071,1071,18.165403,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
85,85,18.165283,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1674,1674,18.165232,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1675,1675,18.165149,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
552,552,18.165,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1847,1847,18.164739,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
589,589,18.164591,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1964,1964,18.164306,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1346,1346,18.163992,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
572,572,18.16399,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
698,698,18.163831,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1776,1776,18.163775,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1921,1921,18.163715,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
434,434,18.163675,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
978,978,18.163474,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1691,770,18.163229,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
156,979,18.163055,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
921,921,18.162908,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2208,2030,18.16269,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
905,905,18.162617,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
198,198,18.162573,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1274,1274,18.162508,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1402,1402,18.162417,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2141,725,18.16217,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1227,1227,18.162156,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
382,382,18.161929,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
742,742,18.161885,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1331,1331,18.161861,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
442,442,18.161821,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
238,238,18.161808,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
997,997,18.161805,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1003,1003,18.161705,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
98,98,18.161659,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
349,349,18.161647,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
975,975,18.161559,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1116,1116,18.161521,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
665,665,18.161352,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
954,954,18.161242,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
478,478,18.161198,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
690,690,18.161192,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2062,2062,18.161169,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2191,2191,18.16104,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
280,1088,18.160741,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2151,1122,18.160708,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
341,341,18.160637,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
33,580,18.160621,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
257,257,18.160567,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1844,1844,18.160506,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
2117,2117,18.160461,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
201,1874,18.160436,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
655,828,18.160302,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
747,747,18.160291,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1248,1248,18.160133,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1366,1366,18.160117,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
623,623,18.160053,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
1424,1424,18.159866,14,strong_rescue::anchor_bigram|block_id|categorical_model|categorical_value|digit_signature|field_presence|long_pair|model_code|prefix_pair|rare_pair|rare_token|rare_triple|title_prefix3|token_skeleton,1
