block_id,entity_id,source
semantic,855,dblp
semantic,871,dblp
semantic,887,dblp
semantic,960,dblp
semantic,1075,dblp
semantic,1112,dblp
semantic,1204,dblp
semantic,1235,dblp
semantic,1268,dblp
semantic,1305,dblp
semantic,1313,dblp
semantic,1385,dblp
semantic,1439,dblp
semantic,1494,dblp
semantic,1499,dblp
semantic,1586,dblp
semantic,1592,dblp
semantic,1672,dblp
semantic,1828,dblp
semantic,1883,dblp
semantic,1897,dblp
semantic,1945,dblp
semantic,2008,dblp
semantic,2018,dblp
semantic,2099,dblp
semantic,2194,dblp
semantic,2304,dblp
semantic,2318,dblp
semantic,2401,dblp
semantic,2417,dblp
semantic,2424,dblp
semantic,2433,dblp
semantic,2570,dblp
semantic,2580,dblp
semantic,116,acm
semantic,117,acm
semantic,118,acm
semantic,122,acm
semantic,123,acm
semantic,125,acm
semantic,126,acm
semantic,127,acm
semantic,305,acm
semantic,367,acm
semantic,515,acm
semantic,587,acm
semantic,603,acm
semantic,608,acm
semantic,611,acm
semantic,616,acm
semantic,617,acm
semantic,618,acm
semantic,620,acm
semantic,622,acm
semantic,623,acm
semantic,667,acm
semantic,715,acm
semantic,791,acm
semantic,843,acm
semantic,863,acm
semantic,910,acm
semantic,1098,acm
semantic,1110,acm
semantic,1192,acm
semantic,1219,acm
semantic,1236,acm
semantic,1259,acm
semantic,1297,acm
semantic,1299,acm
semantic,1512,acm
semantic,1521,acm
semantic,1729,acm
semantic,1823,acm
semantic,1923,acm
semantic,2002,acm
semantic,2031,acm
semantic,2081,acm
semantic,2110,acm
semantic,2163,acm
semantic,2186,acm
semantic,2188,acm
semantic,2192,acm
semantic,2227,acm
environmental,0,dblp
environmental,977,dblp
environmental,1076,dblp
environmental,1276,dblp
environmental,1361,dblp
environmental,1551,dblp
environmental,1616,dblp
environmental,2265,dblp
environmental,2293,dblp
environmental,2426,dblp
environmental,117,acm
environmental,544,acm
environmental,1038,acm
environmental,1904,acm
environmental,1905,acm
environmental,1906,acm
environmental,1907,acm
environmental,1909,acm
environmental,1919,acm
environmental,1927,acm
environmental,2224,acm
title_bigram_tail:decision::making,0,dblp
title_bigram_tail:decision::making,117,acm
mackay,0,dblp
mackay,117,acm
title_c4:tegr,0,dblp
title_c4:tegr,35,dblp
title_c4:tegr,181,dblp
title_c4:tegr,223,dblp
title_c4:tegr,269,dblp
title_c4:tegr,327,dblp
title_c4:tegr,374,dblp
title_c4:tegr,390,dblp
title_c4:tegr,417,dblp
title_c4:tegr,493,dblp
title_c4:tegr,518,dblp
title_c4:tegr,552,dblp
title_c4:tegr,669,dblp
title_c4:tegr,888,dblp
title_c4:tegr,899,dblp
title_c4:tegr,935,dblp
title_c4:tegr,1116,dblp
title_c4:tegr,1196,dblp
title_c4:tegr,1237,dblp
title_c4:tegr,1361,dblp
title_c4:tegr,1385,dblp
title_c4:tegr,1716,dblp
title_c4:tegr,1752,dblp
title_c4:tegr,1768,dblp
title_c4:tegr,1815,dblp
title_c4:tegr,1880,dblp
title_c4:tegr,1902,dblp
title_c4:tegr,1971,dblp
title_c4:tegr,1980,dblp
title_c4:tegr,2070,dblp
title_c4:tegr,2219,dblp
title_c4:tegr,2294,dblp
title_c4:tegr,2421,dblp
title_c4:tegr,2523,dblp
title_c4:tegr,2570,dblp
title_c4:tegr,2600,dblp
title_c4:tegr,22,acm
title_c4:tegr,117,acm
title_c4:tegr,127,acm
title_c4:tegr,219,acm
title_c4:tegr,264,acm
title_c4:tegr,373,acm
title_c4:tegr,383,acm
title_c4:tegr,401,acm
title_c4:tegr,848,acm
title_c4:tegr,886,acm
title_c4:tegr,887,acm
title_c4:tegr,956,acm
title_c4:tegr,1030,acm
title_c4:tegr,1040,acm
title_c4:tegr,1055,acm
title_c4:tegr,1171,acm
title_c4:tegr,1180,acm
title_c4:tegr,1183,acm
title_c4:tegr,1376,acm
title_c4:tegr,1538,acm
title_c4:tegr,1732,acm
title_c4:tegr,1749,acm
title_c4:tegr,1795,acm
title_c4:tegr,1807,acm
title_c4:tegr,1814,acm
title_c4:tegr,1906,acm
title_c4:tegr,2006,acm
title_c4:tegr,2099,acm
title_c4:tegr,2110,acm
title_c4:tegr,2227,acm
title_c4:tegr,2231,acm
title_c4:tegr,2261,acm
person_surname:mackay,0,dblp
person_surname:mackay,117,acm
title_c4:icin,0,dblp
title_c4:icin,223,dblp
title_c4:icin,266,dblp
title_c4:icin,1075,dblp
title_c4:icin,1385,dblp
title_c4:icin,1595,dblp
title_c4:icin,1844,dblp
title_c4:icin,2570,dblp
title_c4:icin,117,acm
title_c4:icin,118,acm
title_c4:icin,125,acm
title_c4:icin,127,acm
title_c4:icin,605,acm
title_c4:icin,2110,acm
title_c4:icin,2227,acm
person_year:mackay::1999,0,dblp
person_year:mackay::1999,117,acm
information,0,dblp
information,6,dblp
information,38,dblp
information,47,dblp
information,50,dblp
information,57,dblp
information,71,dblp
information,92,dblp
information,117,dblp
information,174,dblp
information,179,dblp
information,180,dblp
information,181,dblp
information,184,dblp
information,254,dblp
information,266,dblp
information,279,dblp
information,285,dblp
information,330,dblp
information,405,dblp
information,411,dblp
information,427,dblp
information,433,dblp
information,437,dblp
information,443,dblp
information,448,dblp
information,463,dblp
information,469,dblp
information,515,dblp
information,521,dblp
information,531,dblp
information,548,dblp
information,591,dblp
information,594,dblp
information,652,dblp
information,657,dblp
information,672,dblp
information,727,dblp
information,728,dblp
information,739,dblp
information,740,dblp
information,781,dblp
information,865,dblp
information,872,dblp
information,873,dblp
information,883,dblp
information,890,dblp
information,916,dblp
information,946,dblp
information,977,dblp
information,1010,dblp
information,1011,dblp
information,1018,dblp
information,1019,dblp
information,1037,dblp
information,1075,dblp
information,1112,dblp
information,1122,dblp
information,1133,dblp
information,1145,dblp
information,1173,dblp
information,1184,dblp
information,1201,dblp
information,1223,dblp
information,1225,dblp
information,1241,dblp
information,1276,dblp
information,1305,dblp
information,1307,dblp
information,1354,dblp
information,1355,dblp
information,1361,dblp
information,1376,dblp
information,1420,dblp
information,1475,dblp
information,1545,dblp
information,1551,dblp
information,1565,dblp
information,1579,dblp
information,1616,dblp
information,1643,dblp
information,1670,dblp
information,1674,dblp
information,1684,dblp
information,1696,dblp
information,1724,dblp
information,1736,dblp
information,1746,dblp
information,1812,dblp
information,1827,dblp
information,1832,dblp
information,1836,dblp
information,1867,dblp
information,1907,dblp
information,1943,dblp
information,1951,dblp
information,1977,dblp
information,1978,dblp
information,1980,dblp
information,1986,dblp
information,2002,dblp
information,2073,dblp
information,2091,dblp
information,2099,dblp
information,2100,dblp
information,2111,dblp
information,2120,dblp
information,2173,dblp
information,2222,dblp
information,2254,dblp
information,2287,dblp
information,2288,dblp
information,2293,dblp
information,2304,dblp
information,2305,dblp
information,2311,dblp
information,2314,dblp
information,2347,dblp
information,2359,dblp
information,2378,dblp
information,2390,dblp
information,2393,dblp
information,2424,dblp
information,2430,dblp
information,2450,dblp
information,2473,dblp
information,2510,dblp
information,2546,dblp
information,2574,dblp
information,2579,dblp
information,3,acm
information,17,acm
information,25,acm
information,44,acm
information,82,acm
information,85,acm
information,114,acm
information,117,acm
information,118,acm
information,120,acm
information,121,acm
information,123,acm
information,125,acm
information,135,acm
information,185,acm
information,198,acm
information,205,acm
information,380,acm
information,407,acm
information,448,acm
information,451,acm
information,456,acm
information,466,acm
information,479,acm
information,480,acm
information,496,acm
information,501,acm
information,529,acm
information,544,acm
information,565,acm
information,596,acm
information,597,acm
information,603,acm
information,617,acm
information,620,acm
information,629,acm
information,640,acm
information,642,acm
information,654,acm
information,670,acm
information,713,acm
information,746,acm
information,769,acm
information,790,acm
information,800,acm
information,865,acm
information,883,acm
information,899,acm
information,902,acm
information,910,acm
information,913,acm
information,965,acm
information,1028,acm
information,1057,acm
information,1065,acm
information,1075,acm
information,1089,acm
information,1123,acm
information,1133,acm
information,1138,acm
information,1143,acm
information,1177,acm
information,1279,acm
information,1295,acm
information,1299,acm
information,1308,acm
information,1311,acm
information,1335,acm
information,1367,acm
information,1375,acm
information,1381,acm
information,1388,acm
information,1393,acm
information,1401,acm
information,1416,acm
information,1465,acm
information,1520,acm
information,1531,acm
information,1545,acm
information,1554,acm
information,1576,acm
information,1610,acm
information,1668,acm
information,1690,acm
information,1713,acm
information,1746,acm
information,1748,acm
information,1749,acm
information,1763,acm
information,1772,acm
information,1781,acm
information,1823,acm
information,1844,acm
information,1846,acm
information,1888,acm
information,1889,acm
information,1890,acm
information,1896,acm
information,1901,acm
information,1904,acm
information,1905,acm
information,1906,acm
information,1907,acm
information,1909,acm
information,1926,acm
information,1927,acm
information,1993,acm
information,2009,acm
information,2083,acm
information,2090,acm
information,2138,acm
information,2139,acm
information,2143,acm
information,2151,acm
information,2213,acm
information,2245,acm
information,2273,acm
information,2282,acm
information,2284,acm
scott,0,dblp
scott,67,dblp
scott,335,dblp
scott,404,dblp
scott,1133,dblp
scott,1234,dblp
scott,1448,dblp
scott,1509,dblp
scott,1518,dblp
scott,1629,dblp
scott,1835,dblp
scott,1895,dblp
scott,1926,dblp
scott,1949,dblp
scott,2059,dblp
scott,2412,dblp
scott,2447,dblp
scott,2611,dblp
scott,2612,dblp
scott,117,acm
scott,184,acm
scott,202,acm
scott,362,acm
scott,421,acm
scott,476,acm
scott,774,acm
scott,1000,acm
scott,1237,acm
scott,1350,acm
scott,1392,acm
scott,1748,acm
scott,1917,acm
scott,1978,acm
application,0,dblp
application,1,dblp
application,42,dblp
application,44,dblp
application,46,dblp
application,132,dblp
application,255,dblp
application,345,dblp
application,397,dblp
application,399,dblp
application,437,dblp
application,539,dblp
application,682,dblp
application,748,dblp
application,786,dblp
application,819,dblp
application,954,dblp
application,978,dblp
application,980,dblp
application,1087,dblp
application,1222,dblp
application,1289,dblp
application,1342,dblp
application,1579,dblp
application,1647,dblp
application,1676,dblp
application,1763,dblp
application,1936,dblp
application,1988,dblp
application,2175,dblp
application,2291,dblp
application,2460,dblp
application,117,acm
application,166,acm
application,179,acm
application,185,acm
application,362,acm
application,389,acm
application,392,acm
application,406,acm
application,592,acm
application,618,acm
application,658,acm
application,720,acm
application,762,acm
application,845,acm
application,884,acm
application,936,acm
application,1016,acm
application,1093,acm
application,1218,acm
application,1386,acm
application,1499,acm
application,1556,acm
application,1621,acm
application,1660,acm
application,1664,acm
application,2159,acm
application,2212,acm
decision,0,dblp
decision,40,dblp
decision,251,dblp
decision,301,dblp
decision,458,dblp
decision,504,dblp
decision,632,dblp
decision,784,dblp
decision,975,dblp
decision,993,dblp
decision,1053,dblp
decision,1390,dblp
decision,1801,dblp
decision,2132,dblp
decision,2240,dblp
decision,2408,dblp
decision,2449,dblp
decision,2578,dblp
decision,117,acm
decision,200,acm
decision,475,acm
decision,724,acm
decision,783,acm
decision,796,acm
decision,871,acm
decision,1007,acm
decision,1010,acm
decision,1128,acm
decision,1270,acm
decision,1551,acm
decision,1558,acm
decision,1625,acm
decision,1626,acm
decision,1797,acm
decision,1848,acm
decision,1968,acm
decision,2118,acm
title_c4:sema,0,dblp
title_c4:sema,102,dblp
title_c4:sema,120,dblp
title_c4:sema,223,dblp
title_c4:sema,266,dblp
title_c4:sema,411,dblp
title_c4:sema,585,dblp
title_c4:sema,670,dblp
title_c4:sema,803,dblp
title_c4:sema,834,dblp
title_c4:sema,855,dblp
title_c4:sema,887,dblp
title_c4:sema,960,dblp
title_c4:sema,1075,dblp
title_c4:sema,1108,dblp
title_c4:sema,1204,dblp
title_c4:sema,1235,dblp
title_c4:sema,1268,dblp
title_c4:sema,1385,dblp
title_c4:sema,1481,dblp
title_c4:sema,1494,dblp
title_c4:sema,1499,dblp
title_c4:sema,1672,dblp
title_c4:sema,1883,dblp
title_c4:sema,1897,dblp
title_c4:sema,2194,dblp
title_c4:sema,2224,dblp
title_c4:sema,2318,dblp
title_c4:sema,2366,dblp
title_c4:sema,2396,dblp
title_c4:sema,2417,dblp
title_c4:sema,2433,dblp
title_c4:sema,2474,dblp
title_c4:sema,2570,dblp
title_c4:sema,2580,dblp
title_c4:sema,116,acm
title_c4:sema,117,acm
title_c4:sema,118,acm
title_c4:sema,122,acm
title_c4:sema,125,acm
title_c4:sema,126,acm
title_c4:sema,127,acm
title_c4:sema,367,acm
title_c4:sema,587,acm
title_c4:sema,616,acm
title_c4:sema,667,acm
title_c4:sema,715,acm
title_c4:sema,843,acm
title_c4:sema,863,acm
title_c4:sema,1048,acm
title_c4:sema,1098,acm
title_c4:sema,1192,acm
title_c4:sema,1219,acm
title_c4:sema,1259,acm
title_c4:sema,1512,acm
title_c4:sema,1758,acm
title_c4:sema,1881,acm
title_c4:sema,1924,acm
title_c4:sema,2002,acm
title_c4:sema,2041,acm
title_c4:sema,2110,acm
title_c4:sema,2163,acm
title_c4:sema,2227,acm
title_c4:mant,0,dblp
title_c4:mant,102,dblp
title_c4:mant,120,dblp
title_c4:mant,223,dblp
title_c4:mant,266,dblp
title_c4:mant,585,dblp
title_c4:mant,670,dblp
title_c4:mant,803,dblp
title_c4:mant,834,dblp
title_c4:mant,855,dblp
title_c4:mant,887,dblp
title_c4:mant,960,dblp
title_c4:mant,1075,dblp
title_c4:mant,1108,dblp
title_c4:mant,1204,dblp
title_c4:mant,1268,dblp
title_c4:mant,1385,dblp
title_c4:mant,1494,dblp
title_c4:mant,1499,dblp
title_c4:mant,1672,dblp
title_c4:mant,1883,dblp
title_c4:mant,1897,dblp
title_c4:mant,2194,dblp
title_c4:mant,2318,dblp
title_c4:mant,2417,dblp
title_c4:mant,2433,dblp
title_c4:mant,2474,dblp
title_c4:mant,2570,dblp
title_c4:mant,2580,dblp
title_c4:mant,116,acm
title_c4:mant,117,acm
title_c4:mant,118,acm
title_c4:mant,122,acm
title_c4:mant,125,acm
title_c4:mant,127,acm
title_c4:mant,367,acm
title_c4:mant,587,acm
title_c4:mant,616,acm
title_c4:mant,667,acm
title_c4:mant,715,acm
title_c4:mant,843,acm
title_c4:mant,863,acm
title_c4:mant,1098,acm
title_c4:mant,1192,acm
title_c4:mant,1219,acm
title_c4:mant,1259,acm
title_c4:mant,1512,acm
title_c4:mant,1881,acm
title_c4:mant,1924,acm
title_c4:mant,2002,acm
title_c4:mant,2041,acm
title_c4:mant,2110,acm
title_c4:mant,2163,acm
title_c4:mant,2227,acm
title_bigram:semantic::integration,0,dblp
title_bigram:semantic::integration,1385,dblp
title_bigram:semantic::integration,2570,dblp
title_bigram:semantic::integration,117,acm
title_bigram:semantic::integration,127,acm
title_bigram:semantic::integration,2227,acm
making,0,dblp
making,1301,dblp
making,1681,dblp
making,1734,dblp
making,2068,dblp
making,2512,dblp
making,2587,dblp
making,30,acm
making,117,acm
making,440,acm
making,531,acm
making,703,acm
making,764,acm
title_c4:inte,0,dblp
title_c4:inte,35,dblp
title_c4:inte,181,dblp
title_c4:inte,206,dblp
title_c4:inte,213,dblp
title_c4:inte,223,dblp
title_c4:inte,266,dblp
title_c4:inte,269,dblp
title_c4:inte,327,dblp
title_c4:inte,374,dblp
title_c4:inte,390,dblp
title_c4:inte,417,dblp
title_c4:inte,493,dblp
title_c4:inte,518,dblp
title_c4:inte,552,dblp
title_c4:inte,669,dblp
title_c4:inte,750,dblp
title_c4:inte,825,dblp
title_c4:inte,850,dblp
title_c4:inte,888,dblp
title_c4:inte,899,dblp
title_c4:inte,919,dblp
title_c4:inte,935,dblp
title_c4:inte,938,dblp
title_c4:inte,986,dblp
title_c4:inte,1015,dblp
title_c4:inte,1075,dblp
title_c4:inte,1116,dblp
title_c4:inte,1196,dblp
title_c4:inte,1237,dblp
title_c4:inte,1318,dblp
title_c4:inte,1361,dblp
title_c4:inte,1383,dblp
title_c4:inte,1385,dblp
title_c4:inte,1405,dblp
title_c4:inte,1436,dblp
title_c4:inte,1646,dblp
title_c4:inte,1673,dblp
title_c4:inte,1716,dblp
title_c4:inte,1724,dblp
title_c4:inte,1752,dblp
title_c4:inte,1760,dblp
title_c4:inte,1764,dblp
title_c4:inte,1768,dblp
title_c4:inte,1783,dblp
title_c4:inte,1815,dblp
title_c4:inte,1844,dblp
title_c4:inte,1863,dblp
title_c4:inte,1880,dblp
title_c4:inte,1902,dblp
title_c4:inte,1919,dblp
title_c4:inte,1943,dblp
title_c4:inte,1971,dblp
title_c4:inte,1980,dblp
title_c4:inte,2041,dblp
title_c4:inte,2057,dblp
title_c4:inte,2059,dblp
title_c4:inte,2066,dblp
title_c4:inte,2070,dblp
title_c4:inte,2204,dblp
title_c4:inte,2219,dblp
title_c4:inte,2294,dblp
title_c4:inte,2301,dblp
title_c4:inte,2355,dblp
title_c4:inte,2368,dblp
title_c4:inte,2380,dblp
title_c4:inte,2421,dblp
title_c4:inte,2429,dblp
title_c4:inte,2523,dblp
title_c4:inte,2570,dblp
title_c4:inte,2572,dblp
title_c4:inte,2576,dblp
title_c4:inte,2600,dblp
title_c4:inte,2602,dblp
title_c4:inte,22,acm
title_c4:inte,117,acm
title_c4:inte,118,acm
title_c4:inte,125,acm
title_c4:inte,127,acm
title_c4:inte,219,acm
title_c4:inte,224,acm
title_c4:inte,246,acm
title_c4:inte,264,acm
title_c4:inte,373,acm
title_c4:inte,383,acm
title_c4:inte,394,acm
title_c4:inte,399,acm
title_c4:inte,401,acm
title_c4:inte,411,acm
title_c4:inte,436,acm
title_c4:inte,560,acm
title_c4:inte,605,acm
title_c4:inte,626,acm
title_c4:inte,848,acm
title_c4:inte,856,acm
title_c4:inte,886,acm
title_c4:inte,887,acm
title_c4:inte,894,acm
title_c4:inte,956,acm
title_c4:inte,1030,acm
title_c4:inte,1040,acm
title_c4:inte,1055,acm
title_c4:inte,1171,acm
title_c4:inte,1180,acm
title_c4:inte,1183,acm
title_c4:inte,1249,acm
title_c4:inte,1351,acm
title_c4:inte,1376,acm
title_c4:inte,1429,acm
title_c4:inte,1500,acm
title_c4:inte,1507,acm
title_c4:inte,1533,acm
title_c4:inte,1538,acm
title_c4:inte,1565,acm
title_c4:inte,1601,acm
title_c4:inte,1613,acm
title_c4:inte,1732,acm
title_c4:inte,1749,acm
title_c4:inte,1763,acm
title_c4:inte,1781,acm
title_c4:inte,1795,acm
title_c4:inte,1807,acm
title_c4:inte,1814,acm
title_c4:inte,1860,acm
title_c4:inte,1906,acm
title_c4:inte,1929,acm
title_c4:inte,1952,acm
title_c4:inte,2006,acm
title_c4:inte,2035,acm
title_c4:inte,2096,acm
title_c4:inte,2099,acm
title_c4:inte,2110,acm
title_c4:inte,2227,acm
title_c4:inte,2231,acm
title_c4:inte,2261,acm
global,0,dblp
global,29,dblp
global,266,dblp
global,456,dblp
global,482,dblp
global,522,dblp
global,686,dblp
global,1415,dblp
global,1573,dblp
global,1744,dblp
global,1970,dblp
global,2300,dblp
global,2430,dblp
global,117,acm
global,118,acm
global,308,acm
global,350,acm
global,537,acm
global,941,acm
global,1080,acm
global,2114,acm
global,2245,acm
global,2255,acm
global,2280,acm
systems,0,dblp
systems,26,dblp
systems,48,dblp
systems,50,dblp
systems,118,dblp
systems,137,dblp
systems,138,dblp
systems,183,dblp
systems,190,dblp
systems,210,dblp
systems,223,dblp
systems,248,dblp
systems,266,dblp
systems,274,dblp
systems,289,dblp
systems,337,dblp
systems,391,dblp
systems,393,dblp
systems,412,dblp
systems,427,dblp
systems,437,dblp
systems,448,dblp
systems,459,dblp
systems,468,dblp
systems,482,dblp
systems,485,dblp
systems,509,dblp
systems,519,dblp
systems,541,dblp
systems,545,dblp
systems,558,dblp
systems,562,dblp
systems,609,dblp
systems,618,dblp
systems,650,dblp
systems,666,dblp
systems,668,dblp
systems,679,dblp
systems,690,dblp
systems,698,dblp
systems,723,dblp
systems,737,dblp
systems,766,dblp
systems,770,dblp
systems,781,dblp
systems,791,dblp
systems,797,dblp
systems,805,dblp
systems,812,dblp
systems,838,dblp
systems,839,dblp
systems,877,dblp
systems,909,dblp
systems,925,dblp
systems,927,dblp
systems,948,dblp
systems,963,dblp
systems,964,dblp
systems,970,dblp
systems,977,dblp
systems,984,dblp
systems,987,dblp
systems,1011,dblp
systems,1024,dblp
systems,1051,dblp
systems,1068,dblp
systems,1103,dblp
systems,1112,dblp
systems,1119,dblp
systems,1129,dblp
systems,1132,dblp
systems,1140,dblp
systems,1190,dblp
systems,1218,dblp
systems,1241,dblp
systems,1247,dblp
systems,1267,dblp
systems,1279,dblp
systems,1285,dblp
systems,1311,dblp
systems,1345,dblp
systems,1353,dblp
systems,1355,dblp
systems,1361,dblp
systems,1365,dblp
systems,1390,dblp
systems,1407,dblp
systems,1415,dblp
systems,1450,dblp
systems,1458,dblp
systems,1469,dblp
systems,1481,dblp
systems,1487,dblp
systems,1496,dblp
systems,1546,dblp
systems,1571,dblp
systems,1576,dblp
systems,1622,dblp
systems,1655,dblp
systems,1669,dblp
systems,1675,dblp
systems,1689,dblp
systems,1753,dblp
systems,1775,dblp
systems,1779,dblp
systems,1832,dblp
systems,1859,dblp
systems,1892,dblp
systems,1942,dblp
systems,1946,dblp
systems,1951,dblp
systems,1957,dblp
systems,1959,dblp
systems,1961,dblp
systems,1965,dblp
systems,1977,dblp
systems,1986,dblp
systems,1997,dblp
systems,2008,dblp
systems,2036,dblp
systems,2045,dblp
systems,2076,dblp
systems,2095,dblp
systems,2096,dblp
systems,2098,dblp
systems,2108,dblp
systems,2121,dblp
systems,2122,dblp
systems,2129,dblp
systems,2151,dblp
systems,2162,dblp
systems,2178,dblp
systems,2192,dblp
systems,2210,dblp
systems,2242,dblp
systems,2248,dblp
systems,2287,dblp
systems,2293,dblp
systems,2294,dblp
systems,2304,dblp
systems,2305,dblp
systems,2320,dblp
systems,2349,dblp
systems,2359,dblp
systems,2393,dblp
systems,2402,dblp
systems,2430,dblp
systems,2440,dblp
systems,2452,dblp
systems,2473,dblp
systems,2486,dblp
systems,2533,dblp
systems,2558,dblp
systems,2571,dblp
systems,2574,dblp
systems,2577,dblp
systems,2596,dblp
systems,2603,dblp
systems,80,acm
systems,81,acm
systems,82,acm
systems,83,acm
systems,84,acm
systems,85,acm
systems,87,acm
systems,90,acm
systems,101,acm
systems,103,acm
systems,104,acm
systems,105,acm
systems,106,acm
systems,107,acm
systems,108,acm
systems,109,acm
systems,110,acm
systems,111,acm
systems,117,acm
systems,118,acm
systems,123,acm
systems,124,acm
systems,130,acm
systems,131,acm
systems,132,acm
systems,133,acm
systems,134,acm
systems,135,acm
systems,138,acm
systems,139,acm
systems,148,acm
systems,171,acm
systems,172,acm
systems,181,acm
systems,185,acm
systems,216,acm
systems,217,acm
systems,218,acm
systems,232,acm
systems,233,acm
systems,235,acm
systems,239,acm
systems,250,acm
systems,262,acm
systems,268,acm
systems,290,acm
systems,304,acm
systems,318,acm
systems,324,acm
systems,328,acm
systems,329,acm
systems,330,acm
systems,331,acm
systems,332,acm
systems,333,acm
systems,335,acm
systems,336,acm
systems,337,acm
systems,338,acm
systems,339,acm
systems,340,acm
systems,341,acm
systems,342,acm
systems,343,acm
systems,346,acm
systems,360,acm
systems,369,acm
systems,370,acm
systems,371,acm
systems,372,acm
systems,378,acm
systems,382,acm
systems,403,acm
systems,428,acm
systems,451,acm
systems,454,acm
systems,460,acm
systems,461,acm
systems,463,acm
systems,465,acm
systems,480,acm
systems,496,acm
systems,497,acm
systems,501,acm
systems,508,acm
systems,509,acm
systems,510,acm
systems,511,acm
systems,528,acm
systems,532,acm
systems,533,acm
systems,534,acm
systems,535,acm
systems,536,acm
systems,537,acm
systems,538,acm
systems,539,acm
systems,543,acm
systems,544,acm
systems,580,acm
systems,583,acm
systems,588,acm
systems,589,acm
systems,590,acm
systems,597,acm
systems,607,acm
systems,637,acm
systems,654,acm
systems,732,acm
systems,736,acm
systems,743,acm
systems,755,acm
systems,783,acm
systems,790,acm
systems,807,acm
systems,815,acm
systems,839,acm
systems,870,acm
systems,902,acm
systems,910,acm
systems,912,acm
systems,913,acm
systems,930,acm
systems,931,acm
systems,948,acm
systems,998,acm
systems,1019,acm
systems,1048,acm
systems,1066,acm
systems,1100,acm
systems,1114,acm
systems,1126,acm
systems,1135,acm
systems,1160,acm
systems,1161,acm
systems,1167,acm
systems,1188,acm
systems,1194,acm
systems,1225,acm
systems,1227,acm
systems,1236,acm
systems,1237,acm
systems,1238,acm
systems,1244,acm
systems,1250,acm
systems,1258,acm
systems,1261,acm
systems,1279,acm
systems,1297,acm
systems,1298,acm
systems,1299,acm
systems,1301,acm
systems,1303,acm
systems,1309,acm
systems,1311,acm
systems,1317,acm
systems,1319,acm
systems,1322,acm
systems,1422,acm
systems,1423,acm
systems,1431,acm
systems,1440,acm
systems,1448,acm
systems,1458,acm
systems,1459,acm
systems,1472,acm
systems,1473,acm
systems,1490,acm
systems,1511,acm
systems,1523,acm
systems,1556,acm
systems,1557,acm
systems,1560,acm
systems,1568,acm
systems,1569,acm
systems,1570,acm
systems,1571,acm
systems,1576,acm
systems,1577,acm
systems,1580,acm
systems,1581,acm
systems,1594,acm
systems,1609,acm
systems,1614,acm
systems,1622,acm
systems,1649,acm
systems,1650,acm
systems,1651,acm
systems,1654,acm
systems,1655,acm
systems,1661,acm
systems,1675,acm
systems,1681,acm
systems,1683,acm
systems,1690,acm
systems,1691,acm
systems,1697,acm
systems,1698,acm
systems,1706,acm
systems,1708,acm
systems,1709,acm
systems,1711,acm
systems,1713,acm
systems,1743,acm
systems,1745,acm
systems,1746,acm
systems,1756,acm
systems,1795,acm
systems,1829,acm
systems,1831,acm
systems,1850,acm
systems,1856,acm
systems,1857,acm
systems,1859,acm
systems,1870,acm
systems,1873,acm
systems,1879,acm
systems,1880,acm
systems,1881,acm
systems,1882,acm
systems,1883,acm
systems,1884,acm
systems,1887,acm
systems,1893,acm
systems,1896,acm
systems,1905,acm
systems,1906,acm
systems,1909,acm
systems,1922,acm
systems,1923,acm
systems,1924,acm
