cluster_id,entity_id,source
64,204587803,buy
64,31596,abt
64,24615,abt
64,203340555,buy
65,22212,abt
65,90131741,buy
66,22242,abt
66,203198950,buy
67,22306,abt
67,202291459,buy
68,22558,abt
68,10412590,buy
69,22729,abt
69,202473822,buy
70,22798,abt
70,202143942,buy
71,22940,abt
71,203472622,buy
71,24825,abt
71,202900025,buy
72,23006,abt
72,202456880,buy
73,23097,abt
73,202635701,buy
74,23246,abt
74,204787802,buy
74,90146847,buy
75,23325,abt
75,202456903,buy
76,23347,abt
76,50012453,buy
77,23349,abt
77,50009858,buy
77,23350,abt
78,23537,abt
78,203069939,buy
79,23635,abt
79,202900002,buy
80,23651,abt
80,202784323,buy
81,23658,abt
81,203065730,buy
82,23686,abt
82,10333848,buy
83,23837,abt
83,202635467,buy
84,23965,abt
84,203322272,buy
85,24316,abt
85,204569292,buy
86,24346,abt
86,208972043,buy
86,24368,abt
86,202899996,buy
87,24386,abt
87,203340101,buy
87,27137,abt
87,204049780,buy
88,24402,abt
88,203897877,buy
89,24648,abt
89,203491687,buy
90,24693,abt
90,203087681,buy
91,24921,abt
91,203340806,buy
92,24937,abt
92,203324914,buy
93,25036,abt
93,202502745,buy
94,25111,abt
94,203017912,buy
95,25113,abt
95,203087638,buy
96,25167,abt
96,203324800,buy
97,25291,abt
97,203308084,buy
98,25318,abt
98,202049393,buy
99,25364,abt
99,203201060,buy
100,25413,abt
100,90049795,buy
101,25532,abt
101,208280406,buy
102,25670,abt
102,204443417,buy
102,28554,abt
102,203389465,buy
103,25732,abt
103,203341506,buy
104,25776,abt
104,90114631,buy
105,25788,abt
105,203396327,buy
105,204587971,buy
106,25797,abt
106,204416098,buy
107,25814,abt
107,202973396,buy
107,203900180,buy
107,26805,abt
108,25858,abt
108,202870184,buy
109,25902,abt
109,202479411,buy
110,25905,abt
110,202479418,buy
111,25950,abt
111,202870170,buy
112,25990,abt
112,203915639,buy
113,26082,abt
113,204274660,buy
114,26117,abt
114,204587909,buy
115,26137,abt
115,204272122,buy
116,26241,abt
116,208456199,buy
117,26310,abt
117,203459314,buy
118,26350,abt
118,202537952,buy
119,26444,abt
119,203407045,buy
120,26445,abt
120,203407043,buy
121,26461,abt
121,200924629,buy
122,26525,abt
122,203921172,buy
123,26563,abt
123,202125720,buy
124,26615,abt
124,203329569,buy
125,26617,abt
125,201692705,buy
126,26622,abt
126,203201062,buy
127,26695,abt
127,202479417,buy
128,26861,abt
128,203388612,buy
129,26929,abt
129,203651765,buy
130,26930,abt
130,203920144,buy
130,203445879,buy
131,27091,abt
131,203136113,buy
132,27103,abt
132,202985803,buy
133,27182,abt
133,206481908,buy
134,27186,abt
134,204292477,buy
135,27194,abt
135,204318288,buy
135,27197,abt
136,27248,abt
136,10246269,buy
136,27975,abt
137,27364,abt
137,204791586,buy
137,27391,abt
138,27407,abt
138,203930685,buy
138,50017228,buy
139,27479,abt
139,10351869,buy
140,27501,abt
140,203928709,buy
141,27589,abt
141,204264643,buy
142,27719,abt
142,203379237,buy
143,27729,abt
143,203379250,buy
144,27739,abt
144,204644752,buy
145,27783,abt
145,202293522,buy
146,27789,abt
146,204292470,buy
147,27793,abt
147,204318286,buy
147,28175,abt
147,204292472,buy
148,27810,abt
148,204563770,buy
149,27840,abt
149,203379249,buy
150,27853,abt
150,202985798,buy
151,27857,abt
151,204035273,buy
152,27920,abt
152,206725724,buy
153,27964,abt
153,203136103,buy
154,27985,abt
154,204740191,buy
155,28020,abt
155,204734549,buy
156,28033,abt
156,204448530,buy
157,28059,abt
157,205592435,buy
158,28067,abt
158,203922244,buy
158,35853,abt
159,28137,abt
159,204254634,buy
160,28138,abt
160,204327516,buy
161,28148,abt
161,203131413,buy
162,28149,abt
162,203131412,buy
163,28180,abt
163,202916534,buy
164,28190,abt
164,208464837,buy
165,28225,abt
165,205592439,buy
166,28256,abt
166,204563763,buy
167,28272,abt
167,206160056,buy
168,28304,abt
168,203405814,buy
169,28340,abt
169,208456185,buy
170,28350,abt
170,204206936,buy
170,34300,abt
170,30585,abt
170,207543196,buy
170,35983,abt
170,38343,abt
170,38173,abt
170,35306,abt
171,28366,abt
171,209297154,buy
171,204254738,buy
172,28397,abt
172,203087319,buy
173,28433,abt
173,203142438,buy
174,28500,abt
174,203445749,buy
174,205769439,buy
174,35903,abt
175,28650,abt
175,203131635,buy
176,28963,abt
176,202106724,buy
177,28971,abt
177,204679144,buy
178,28979,abt
178,204559213,buy
179,28981,abt
179,204559214,buy
180,29007,abt
180,204792885,buy
181,29008,abt
181,204792886,buy
182,29029,abt
182,204679142,buy
183,29032,abt
183,205145879,buy
184,29072,abt
184,208456130,buy
185,29099,abt
185,204222472,buy
186,29133,abt
186,206887553,buy
187,29238,abt
187,204206937,buy
188,29272,abt
188,203900792,buy
189,29273,abt
189,202070807,buy
190,29304,abt
190,206901618,buy
191,29392,abt
191,204295637,buy
192,29493,abt
192,204549804,buy
193,29677,abt
193,204884519,buy
194,29816,abt
194,208455891,buy
195,29820,abt
195,202882380,buy
196,29823,abt
196,208715736,buy
196,29892,abt
197,29825,abt
197,205664966,buy
198,29861,abt
198,204792876,buy
199,29865,abt
199,205664973,buy
200,29880,abt
200,206728281,buy
201,29902,abt
201,205144562,buy
201,37174,abt
201,209208663,buy
202,29906,abt
202,202139744,buy
203,29933,abt
203,204849801,buy
203,30591,abt
203,204860316,buy
203,30593,abt
203,202139765,buy
204,30093,abt
204,205467942,buy
205,30134,abt
205,206362873,buy
206,30158,abt
206,204937142,buy
207,30159,abt
207,208033486,buy
208,30203,abt
208,208156275,buy
209,30206,abt
209,204222662,buy
210,30219,abt
210,207910337,buy
211,30338,abt
211,206460113,buy
211,30355,abt
211,206460124,buy
212,30343,abt
212,205121310,buy
213,30389,abt
213,202813304,buy
214,30453,abt
214,207390309,buy
215,30457,abt
215,207390171,buy
216,30533,abt
216,205729817,buy
217,30575,abt
217,209297205,buy
218,30594,abt
218,204939361,buy
219,30602,abt
219,208111280,buy
220,30708,abt
220,205083947,buy
221,30734,abt
221,202973389,buy
222,30808,abt
222,204345240,buy
223,30939,abt
223,205557540,buy
224,30951,abt
224,205599984,buy
225,30957,abt
225,202046565,buy
226,30962,abt
226,205599985,buy
227,31014,abt
227,205777541,buy
228,31020,abt
228,205835447,buy
229,31030,abt
229,205557530,buy
230,31032,abt
230,210251970,buy
231,31176,abt
231,205844279,buy
232,31273,abt
232,203086857,buy
233,31284,abt
233,204049534,buy
234,31332,abt
234,205761272,buy
235,31337,abt
235,203884610,buy
236,31373,abt
236,208455791,buy
237,31374,abt
237,208455792,buy
238,31392,abt
238,205753566,buy
239,31397,abt
239,202870172,buy
240,31635,abt
240,206460118,buy
241,31813,abt
241,207533462,buy
242,31830,abt
242,205557539,buy
243,31836,abt
243,205844265,buy
244,31881,abt
244,203514371,buy
245,31887,abt
245,206639246,buy
246,31924,abt
246,206356232,buy
247,31954,abt
247,206356233,buy
248,31956,abt
248,206356229,buy
248,32906,abt
249,31970,abt
249,206419131,buy
250,31992,abt
250,204407682,buy
250,36345,abt
250,38483,abt
250,210259873,buy
250,203952966,buy
251,32005,abt
251,202899998,buy
252,32017,abt
252,202916547,buy
253,32033,abt
253,204465488,buy
254,32034,abt
254,10333368,buy
255,32054,abt
255,206901619,buy
256,32055,abt
256,210206538,buy
257,32112,abt
257,206356230,buy
258,32187,abt
258,209896109,buy
259,32193,abt
259,205809367,buy
260,32314,abt
260,207509842,buy
261,32315,abt
261,205083968,buy
261,206827757,buy
261,35415,abt
262,32322,abt
262,203405815,buy
262,202592070,buy
263,32323,abt
263,204222207,buy
264,32340,abt
264,205761530,buy
265,32358,abt
265,208295050,buy
266,32384,abt
266,202989028,buy
267,32405,abt
267,203938179,buy
267,38920,abt
267,206870284,buy
268,32416,abt
268,205664913,buy
269,32431,abt
269,202827677,buy
270,32488,abt
270,206179525,buy
271,32493,abt
271,203324970,buy
272,32512,abt
272,207875395,buy
272,37803,abt
272,205466519,buy
273,32546,abt
273,202003159,buy
274,32560,abt
274,207540310,buy
275,32561,abt
275,207338879,buy
276,32563,abt
276,206615085,buy
276,206615080,buy
276,34301,abt
277,32579,abt
277,10388980,buy
278,32584,abt
278,206179562,buy
279,32625,abt
279,201935116,buy
280,32630,abt
280,207554111,buy
281,32653,abt
281,205888207,buy
282,32744,abt
282,204832843,buy
283,32874,abt
283,202870171,buy
284,32875,abt
284,202870173,buy
285,32876,abt
285,204053338,buy
286,32877,abt
286,204297424,buy
287,32882,abt
287,204563949,buy
288,32889,abt
288,208085178,buy
289,32893,abt
289,208085182,buy
290,32984,abt
290,203934122,buy
290,38798,abt
290,205852250,buy
291,32986,abt
291,206179521,buy
291,202537969,buy
292,32990,abt
292,206812505,buy
292,36061,abt
292,208791922,buy
293,33021,abt
293,203154818,buy
294,33024,abt
294,90049752,buy
295,33044,abt
295,203514305,buy
296,33045,abt
296,203514304,buy
297,33057,abt
297,208033806,buy
298,33081,abt
298,208085180,buy
299,33150,abt
299,208105630,buy
300,33157,abt
300,207390654,buy
301,33158,abt
301,207338961,buy
302,33159,abt
302,206725196,buy
303,33160,abt
303,207390655,buy
304,33161,abt
304,207390656,buy
305,33175,abt
305,208294727,buy
305,33471,abt
305,208792604,buy
305,33485,abt
305,207542598,buy
306,33177,abt
306,207390617,buy
307,33209,abt
307,208653765,buy
308,33219,abt
308,205562000,buy
309,33220,abt
309,208653767,buy
310,33271,abt
310,206808431,buy
311,33272,abt
311,209273200,buy
312,33273,abt
312,206808432,buy
313,33275,abt
313,206808430,buy
314,33276,abt
314,205865183,buy
315,33278,abt
315,206808441,buy
316,33279,abt
316,206808440,buy
317,33280,abt
317,206808434,buy
318,33298,abt
318,206526266,buy
319,33326,abt
319,207390641,buy
319,210227271,buy
320,33327,abt
320,208464828,buy
321,33377,abt
321,10346525,buy
322,33382,abt
322,207910214,buy
323,33431,abt
323,207390644,buy
324,33437,abt
324,207464919,buy
325,33438,abt
325,207390650,buy
326,33439,abt
326,207464920,buy
327,33440,abt
327,207464921,buy
328,33444,abt
328,207667995,buy
329,33455,abt
329,208033955,buy
330,33464,abt
330,210245837,buy
331,33472,abt
331,205777549,buy
331,205865187,buy
331,38486,abt
332,33477,abt
332,208154551,buy
333,33478,abt
333,208154550,buy
334,33488,abt
334,208154765,buy
335,33490,abt
335,207502093,buy
336,33493,abt
336,206928744,buy
337,33496,abt
337,206928384,buy
337,37110,abt
337,209114551,buy
337,37120,abt
337,34056,abt
337,207643190,buy
337,209114552,buy
337,37474,abt
337,209310245,buy
337,33508,abt
337,37123,abt
337,34065,abt
337,207643194,buy
337,37964,abt
337,209310243,buy
337,37477,abt
337,209634135,buy
338,33498,abt
338,206928388,buy
338,38142,abt
338,206928390,buy
339,33499,abt
339,206725198,buy
339,9355,abt
339,203151776,buy
340,33510,abt
340,205516750,buy
341,33522,abt
341,207654105,buy
341,38800,abt
341,207986293,buy
341,207654106,buy
341,208464207,buy
341,36367,abt
342,33532,abt
342,204071217,buy
342,33601,abt
343,33536,abt
343,206898357,buy
344,33537,abt
344,206898358,buy
345,33562,abt
345,207542597,buy
346,33563,abt
346,207388760,buy
346,207388752,buy
346,33985,abt
346,207388758,buy
346,33569,abt
346,207506251,buy
346,35431,abt
346,207388754,buy
346,33581,abt
346,207388756,buy
346,207388759,buy
346,33595,abt
346,33591,abt
346,33600,abt
346,208504045,buy
346,33582,abt
346,207876534,buy
346,36556,abt
346,207653548,buy
346,34095,abt
346,35388,abt
346,208294724,buy
346,207388755,buy
346,33566,abt
347,33586,abt
347,207338890,buy
348,33612,abt
348,207506250,buy
349,33625,abt
349,207506253,buy
350,33630,abt
350,207659194,buy
351,33637,abt
351,207391014,buy
351,33653,abt
351,207391015,buy
351,207391431,buy
351,33690,abt
352,33638,abt
352,207659192,buy
353,33639,abt
353,206928608,buy
353,36286,abt
354,33640,abt
354,206928606,buy
355,33643,abt
355,206928605,buy
356,33645,abt
356,206928607,buy
357,33662,abt
357,205521002,buy
358,33664,abt
358,205520997,buy
359,33668,abt
359,206917817,buy
359,33669,abt
359,206917815,buy
359,36746,abt
359,208930717,buy
359,208930723,buy
359,36718,abt
359,208930714,buy
359,36811,abt
359,206917814,buy
359,33670,abt
359,206917816,buy
359,33671,abt
360,33713,abt
360,206812380,buy
360,33997,abt
360,207390717,buy
361,33717,abt
361,206928604,buy
362,33723,abt
362,206356234,buy
363,33726,abt
363,207993409,buy
364,33758,abt
364,208504099,buy
364,207910212,buy
365,33763,abt
365,208112356,buy
366,33765,abt
366,208455897,buy
367,33767,abt
367,208112357,buy
368,33790,abt
368,210252356,buy
369,33801,abt
369,207544265,buy
370,33804,abt
370,206575951,buy
371,33831,abt
371,207552185,buy
372,33863,abt
372,207391013,buy
373,33883,abt
373,208177785,buy
374,33921,abt
374,208111904,buy
374,33922,abt
374,33924,abt
374,207925432,buy
375,33931,abt
375,207391017,buy
376,33936,abt
376,207391019,buy
377,33938,abt
377,208464825,buy
378,33948,abt
378,207391018,buy
379,33950,abt
379,208456233,buy
380,33962,abt
380,207391022,buy
381,33965,abt
381,206780877,buy
382,33966,abt
382,205561996,buy
383,33967,abt
383,207391021,buy
384,33971,abt
384,207391020,buy
385,33972,abt
385,204556588,buy
386,33998,abt
386,208112354,buy
386,34379,abt
387,33999,abt
387,208112358,buy
388,34003,abt
388,207637777,buy
389,34004,abt
389,207660498,buy
389,34303,abt
389,207900179,buy
389,34349,abt
389,208294712,buy
389,34218,abt
389,207919773,buy
389,36450,abt
389,207595882,buy
389,34009,abt
389,207652056,buy
389,34021,abt
389,36824,abt
389,209306028,buy
389,34648,abt
389,34490,abt
389,207679756,buy
389,34092,abt
389,207656388,buy
389,207652055,buy
389,34770,abt
389,207642166,buy
389,34012,abt
389,36452,abt
389,37934,abt
389,207927557,buy
389,34304,abt
389,36471,abt
389,209208661,buy
389,208710844,buy
389,207959798,buy
390,34007,abt
390,207660497,buy
391,34016,abt
391,208042911,buy
392,34031,abt
392,207910213,buy
393,34033,abt
393,207390665,buy
394,34036,abt
394,207390682,buy
395,34089,abt
395,207900175,buy
395,36077,abt
395,207900176,buy
396,34091,abt
396,207686156,buy
397,34093,abt
397,208079230,buy
397,34096,abt
397,207642358,buy
397,34998,abt
397,208742932,buy
397,36270,abt
397,207660499,buy
397,34266,abt
397,207388757,buy
397,207900180,buy
398,34119,abt
398,207514567,buy
399,34130,abt
399,207900174,buy
399,35018,abt
399,207642355,buy
399,35012,abt
400,34135,abt
400,207900170,buy
401,34136,abt
401,207900171,buy
402,34150,abt
402,207514563,buy
403,34153,abt
403,207390673,buy
403,34154,abt
403,207465587,buy
404,34156,abt
404,208289997,buy
405,34158,abt
405,206895864,buy
406,34165,abt
406,206928452,buy
407,34174,abt
407,205817784,buy
408,34220,abt
408,209869342,buy
409,34253,abt
409,206887905,buy
409,202619749,buy
410,34256,abt
410,206888001,buy
410,206888011,buy
410,34258,abt
411,34263,abt
411,207897315,buy
411,36080,abt
411,207900177,buy
411,34280,abt
411,207900178,buy
412,34278,abt
412,207934190,buy
413,34282,abt
413,207514566,buy
414,34286,abt
414,207945552,buy
415,34363,abt
415,206892902,buy
416,34370,abt
416,207390706,buy
417,34378,abt
417,210402319,buy
418,34392,abt
418,206362747,buy
419,34393,abt
419,206362748,buy
420,34395,abt
420,206362749,buy
421,34401,abt
421,208456262,buy
422,34424,abt
422,207390452,buy
423,34454,abt
423,207390180,buy
424,34465,abt
424,209890796,buy
425,34476,abt
425,206888012,buy
426,34496,abt
426,207978102,buy
426,38550,abt
427,34552,abt
427,208504187,buy
428,34553,abt
428,204793356,buy
429,34557,abt
429,205691190,buy
430,34595,abt
430,203199121,buy
431,34610,abt
431,207543191,buy
432,34624,abt
432,207934191,buy
433,34637,abt
433,209934620,buy
434,34640,abt
434,206120294,buy
435,34657,abt
435,207938488,buy
436,34661,abt
436,208294716,buy
436,35332,abt
436,208504422,buy
437,34662,abt
437,208294722,buy
438,34697,abt
438,206783262,buy
439,34708,abt
439,208186248,buy
440,34723,abt
440,207666380,buy
440,34724,abt
440,207666382,buy
440,34727,abt
440,34725,abt
440,207666381,buy
440,207666379,buy
440,207534895,buy
440,34728,abt
441,34747,abt
441,203388440,buy
442,34824,abt
442,207390710,buy
443,34836,abt
443,208653775,buy
444,34854,abt
444,209297157,buy
445,34858,abt
445,208294698,buy
446,34864,abt
446,208294717,buy
447,34878,abt
447,207895085,buy
448,34880,abt
448,207929461,buy
449,34881,abt
449,208294718,buy
450,34894,abt
450,208504340,buy
451,34895,abt
451,208504345,buy
452,34897,abt
452,208504421,buy
453,34899,abt
453,207959814,buy
454,34901,abt
454,208294715,buy
455,34904,abt
455,208504178,buy
455,207390618,buy
455,208294927,buy
456,34905,abt
456,207514568,buy
457,34926,abt
457,208117932,buy
457,34927,abt
457,208117933,buy
458,34928,abt
458,208117931,buy
458,208117930,buy
458,208117929,buy
459,34934,abt
459,208117937,buy
460,34937,abt
460,208114682,buy
460,34963,abt
460,35231,abt
460,34947,abt
461,34941,abt
461,208504307,buy
462,34944,abt
462,208042977,buy
463,34948,abt
463,208114686,buy
464,34959,abt
464,207383660,buy
465,34960,abt
465,208455896,buy
466,34966,abt
466,207965387,buy
467,34968,abt
467,209297152,buy
468,34969,abt
468,208504378,buy
468,35309,abt
468,210399915,buy
468,37078,abt
468,208294720,buy
469,34981,abt
469,208504339,buy
470,35011,abt
470,208117936,buy
471,35031,abt
471,208156879,buy
471,35033,abt
471,208156878,buy
471,208156877,buy
471,35035,abt
472,35034,abt
472,208504369,buy
472,35247,abt
472,208504407,buy
473,35044,abt
473,208504370,buy
474,35045,abt
474,207986331,buy
475,35052,abt
475,207897840,buy
476,35054,abt
476,202784218,buy
477,35060,abt
477,207653535,buy
478,35111,abt
478,201701865,buy
479,35185,abt
479,208504304,buy
480,35186,abt
480,208117919,buy
480,35190,abt
480,208117918,buy
481,35194,abt
481,208504297,buy
482,35201,abt
482,208504318,buy
483,35216,abt
483,208294701,buy
484,35218,abt
484,207536225,buy
485,35219,abt
485,208504334,buy
486,35226,abt
486,209869989,buy
487,35237,abt
487,207686035,buy
488,35277,abt
488,208085253,buy
489,35282,abt
489,207937987,buy
489,208930722,buy
489,36705,abt
490,35305,abt
490,207637793,buy
491,35308,abt
491,208270234,buy
492,35334,abt
492,208504396,buy
493,35467,abt
493,201699873,buy
494,35475,abt
494,208670546,buy
495,35477,abt
495,206359209,buy
496,35485,abt
496,206901613,buy
497,35498,abt
497,90144998,buy
498,35519,abt
498,208289950,buy
499,35525,abt
499,207543197,buy
500,35530,abt
500,210252184,buy
501,35591,abt
501,208171946,buy
502,35623,abt
502,207514417,buy
503,35663,abt
503,207536226,buy
504,35666,abt
504,208289990,buy
505,35680,abt
505,208156276,buy
506,35693,abt
506,208184892,buy
507,35694,abt
507,208184891,buy
508,35738,abt
508,208688474,buy
509,35748,abt
509,210435439,buy
510,35810,abt
510,10326220,buy
511,35843,abt
511,207645242,buy
512,35851,abt
512,206462228,buy
513,35872,abt
513,204020411,buy
514,35900,abt
514,208190046,buy
515,35905,abt
515,204238996,buy
516,35925,abt
516,202592699,buy
517,35981,abt
517,207539418,buy
518,35987,abt
518,207464939,buy
519,35990,abt
519,204049431,buy
520,36001,abt
520,208504423,buy
521,36020,abt
521,202472204,buy
521,36083,abt
521,206362623,buy
522,36021,abt
522,208226693,buy
523,36022,abt
523,208226697,buy
524,36023,abt
524,90140498,buy
524,36053,abt
524,203396159,buy
524,36027,abt
524,202785722,buy
524,36029,abt
524,202451162,buy
524,90141687,buy
525,36033,abt
525,202861078,buy
526,36052,abt
526,90142591,buy
527,36084,abt
527,205664938,buy
528,36097,abt
528,205838157,buy
528,208131008,buy
529,36117,abt
529,206901652,buy
530,36118,abt
530,203142471,buy
531,36123,abt
531,208504432,buy
531,210399907,buy
532,36124,abt
532,208504429,buy
533,36127,abt
533,210402579,buy
534,36161,abt
534,208171631,buy
535,36168,abt
535,208171630,buy
536,36197,abt
536,207925440,buy
537,36207,abt
537,10363070,buy
538,36243,abt
538,206678505,buy
539,36249,abt
539,208504437,buy
540,36258,abt
540,10376165,buy
541,36260,abt
541,10316920,buy
542,36264,abt
542,209000383,buy
543,36274,abt
543,206870289,buy
544,36299,abt
544,208342524,buy
545,36305,abt
545,202899626,buy
546,36308,abt
546,209000385,buy
547,36361,abt
547,208226689,buy
548,36364,abt
548,208226700,buy
549,36365,abt
549,208226696,buy
550,36381,abt
550,208226695,buy
551,36383,abt
551,208226699,buy
552,36388,abt
552,208226694,buy
553,36430,abt
553,208226690,buy
554,36446,abt
554,208226698,buy
555,36451,abt
555,208237792,buy
556,36454,abt
556,208237793,buy
557,36456,abt
557,208226692,buy
558,36458,abt
558,208237795,buy
559,36494,abt
559,204740975,buy
560,36502,abt
560,209306029,buy
561,36515,abt
561,209687172,buy
562,36617,abt
562,208453643,buy
563,36620,abt
563,208453646,buy
564,36635,abt
564,207667994,buy
564,207876535,buy
565,36636,abt
565,206783256,buy
565,36637,abt
565,205728900,buy
566,36722,abt
566,209656935,buy
567,36789,abt
567,208154854,buy
568,36796,abt
568,208154853,buy
569,36803,abt
569,207469300,buy
570,36808,abt
570,210399818,buy
571,36812,abt
571,210399819,buy
572,36816,abt
572,208893656,buy
573,36861,abt
573,210442348,buy
574,36862,abt
574,208342520,buy
575,36864,abt
575,210442350,buy
576,36906,abt
576,208656495,buy
577,36909,abt
577,208656497,buy
578,36931,abt
578,208370418,buy
579,36957,abt
579,207390709,buy
580,36990,abt
580,209253739,buy
581,36993,abt
581,206928378,buy
582,36999,abt
582,206761808,buy
583,37039,abt
583,208504461,buy
584,37045,abt
584,208791919,buy
585,37054,abt
585,208941074,buy
586,37139,abt
586,208893658,buy
587,37141,abt
587,209194240,buy
588,37142,abt
588,209194241,buy
589,37150,abt
589,208791918,buy
590,37162,abt
590,209208718,buy
591,37181,abt
591,209705773,buy
592,37182,abt
592,209705774,buy
593,37183,abt
593,209656949,buy
594,37187,abt
594,209656951,buy
595,37192,abt
595,209656955,buy
596,37196,abt
596,209656956,buy
597,37198,abt
597,209656957,buy
598,37202,abt
598,209656959,buy
599,37207,abt
599,209656962,buy
600,37208,abt
600,209656950,buy
601,37210,abt
601,209656961,buy
602,37211,abt
602,209310260,buy
603,37231,abt
603,209114390,buy
604,37235,abt
604,210256478,buy
605,37254,abt
605,209199789,buy
606,37257,abt
606,209208719,buy
607,37287,abt
607,208937533,buy
608,37293,abt
608,209245965,buy
608,38782,abt
609,37301,abt
609,209302310,buy
610,37308,abt
610,209901964,buy
610,37309,abt
610,209901963,buy
610,37311,abt
610,209901965,buy
610,209901966,buy
610,37310,abt
611,37322,abt
611,209307663,buy
612,37331,abt
612,207686317,buy
613,37340,abt
613,208890876,buy
614,37403,abt
614,209705778,buy
614,37404,abt
614,209705777,buy
614,38214,abt
614,210399746,buy
615,37421,abt
615,209896693,buy
616,37457,abt
616,209026634,buy
617,37462,abt
617,209026638,buy
618,37468,abt
618,209310241,buy
619,37469,abt
619,209310248,buy
620,37495,abt
620,206746475,buy
621,37496,abt
621,202985950,buy
622,37497,abt
622,208410812,buy
623,37499,abt
623,208043057,buy
624,37531,abt
624,204226641,buy
625,37558,abt
625,205690063,buy
626,37623,abt
626,208809705,buy
627,37648,abt
627,209122921,buy
628,37652,abt
628,210254965,buy
629,37686,abt
629,208893667,buy
630,37722,abt
630,210401458,buy
631,37749,abt
631,210399743,buy
632,37767,abt
632,204588748,buy
633,37807,abt
633,207682397,buy
634,37808,abt
634,204740188,buy
635,37810,abt
635,210462233,buy
635,209245960,buy
635,37811,abt
636,37812,abt
