id_A,id_B,certificate_score,evidence_count,witness_path,region_size
b000bcgfe2,http://www.google.com/base/feeds/snippets/4615810080995000742,8.271084,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000h2421o,http://www.google.com/base/feeds/snippets/3192985906364439341,8.25447,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b000h2421o,http://www.google.com/base/feeds/snippets/18177463782265275234,8.251551,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b00007g3ai,http://www.google.com/base/feeds/snippets/14590739388057248882,8.245923,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00007g3ai,http://www.google.com/base/feeds/snippets/16171315423038143989,8.245923,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00008mnxr,http://www.google.com/base/feeds/snippets/18413075895200367717,8.19417,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b0000c120d,http://www.google.com/base/feeds/snippets/18413075895200367717,8.191064,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b00020633g,http://www.google.com/base/feeds/snippets/17149948893700452737,8.186548,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b000v05f4k,http://www.google.com/base/feeds/snippets/5654238078872944077,8.180571,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b000v05f4k,http://www.google.com/base/feeds/snippets/15507274987164673073,8.179516,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b0007g9760,http://www.google.com/base/feeds/snippets/13771177133224281760,8.174262,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b000hlt5hq,http://www.google.com/base/feeds/snippets/18010943695830266377,8.172957,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b0009yx9be,http://www.google.com/base/feeds/snippets/13771177133224281760,8.160349,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b00008mnxr,http://www.google.com/base/feeds/snippets/15404585187042606500,8.155108,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1
b0002oqy1i,http://www.google.com/base/feeds/snippets/16942168582476586182,8.12021,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b0002oqy1i,http://www.google.com/base/feeds/snippets/16969493842479402672,8.116099,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b000gh2pa0,http://www.google.com/base/feeds/snippets/13582930230756997101,8.09618,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b0000c6fjm,http://www.google.com/base/feeds/snippets/15800184450191067839,8.094166,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b000gh2pa0,http://www.google.com/base/feeds/snippets/9445487736380311288,8.087734,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b000hed3gm,http://www.google.com/base/feeds/snippets/15075617952954602482,8.068853,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1
b0000959kx,http://www.google.com/base/feeds/snippets/8283450521159112077,7.776071,5,strong_rescue::block_id|categorical_value|digit_signature|long_pair|token_skeleton,1
b000nkfee4,http://www.google.com/base/feeds/snippets/18177463782265275234,7.747276,4,strong_rescue::block_id|digit_signature|model_code|prefix_pair,1
b000nkfee4,http://www.google.com/base/feeds/snippets/3192985906364439341,7.733035,4,strong_rescue::block_id|digit_signature|model_code|prefix_pair,1
b000h25yr0,http://www.google.com/base/feeds/snippets/18398774476993389905,7.699934,5,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|long_pair,1
b000h25yr0,http://www.google.com/base/feeds/snippets/13771177133224281760,7.69242,5,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|long_pair,1
b000v7vz2e,http://www.google.com/base/feeds/snippets/14872602878188858026,7.668104,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000b676fa,http://www.google.com/base/feeds/snippets/4295762370065792405,7.663766,3,strong_rescue::categorical_model|categorical_value|model_code,1
b000egidpe,http://www.google.com/base/feeds/snippets/4295762370065792405,7.65,3,strong_rescue::categorical_model|categorical_value|model_code,1
b000v809mk,http://www.google.com/base/feeds/snippets/17661636837802252450,7.588145,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000v809mk,http://www.google.com/base/feeds/snippets/11843865066277931206,7.587294,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000csralc,http://www.google.com/base/feeds/snippets/7893604833764557727,7.562462,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000v7y5j4,http://www.google.com/base/feeds/snippets/17661636837802252450,7.559172,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000v7y5j4,http://www.google.com/base/feeds/snippets/11843865066277931206,7.553687,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000euhk3g,http://www.google.com/base/feeds/snippets/10688959294324458483,7.55,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1
b000o3d94m,http://www.google.com/base/feeds/snippets/5515688203820371988,7.42718,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1
b000o3d94m,http://www.google.com/base/feeds/snippets/17926987006913487270,7.395395,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1
b000ffsgho,http://www.google.com/base/feeds/snippets/17926987006913487270,7.392905,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1
b000gcd73y,http://www.google.com/base/feeds/snippets/18445827127704822533,7.140324,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b00002s6sc,http://www.google.com/base/feeds/snippets/1203903874013146755,7.119934,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00002s6sc,http://www.google.com/base/feeds/snippets/12525003246277129153,7.119934,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000cditbc,http://www.google.com/base/feeds/snippets/18412791404030697965,7.119314,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000fjs8sc,http://www.google.com/base/feeds/snippets/18412791404030697965,7.114462,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b0009y6ewu,http://www.google.com/base/feeds/snippets/18412791404030697965,7.114224,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000bo9rt0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.109341,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000fabege,http://www.google.com/base/feeds/snippets/18445827127704822533,7.105134,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000162zq0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.103586,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000h774k0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.103103,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b0009yegcu,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000b6n2o4,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000edjjhs,http://www.google.com/base/feeds/snippets/18412791404030697965,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000epcfz4,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000fb9w3a,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000gkxmea,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000ivkrvs,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b000ivkrww,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1
b00006jo4g,http://www.google.com/base/feeds/snippets/10901373095934236651,7.046345,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00006jo4g,http://www.google.com/base/feeds/snippets/11265957088683077055,7.046345,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00004tj14,http://www.google.com/base/feeds/snippets/18395209041486825295,7.040043,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00002s5ig,http://www.google.com/base/feeds/snippets/10901373095934236651,7.038685,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b00002s5ig,http://www.google.com/base/feeds/snippets/11265957088683077055,7.038685,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000exq2cs,http://www.google.com/base/feeds/snippets/18387170188665857199,7.028799,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000exw510,http://www.google.com/base/feeds/snippets/18387170188665857199,7.028767,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b0001ym04e,http://www.google.com/base/feeds/snippets/17199484078910375888,7.02761,3,strong_rescue::block_id|digit_signature|model_code,1
b000afkxso,http://www.google.com/base/feeds/snippets/16880957175645692718,7.024775,3,strong_rescue::block_id|digit_signature|model_code,1
b000o39tgo,http://www.google.com/base/feeds/snippets/16880028183560827373,7.021517,3,strong_rescue::block_id|digit_signature|model_code,1
b000cc09uw,http://www.google.com/base/feeds/snippets/1611810981921795487,7.016615,3,strong_rescue::block_id|digit_signature|model_code,1
b0007yepy6,http://www.google.com/base/feeds/snippets/10066664236286478958,7.015641,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000i7zabo,http://www.google.com/base/feeds/snippets/16964964575879653222,7.014159,3,strong_rescue::block_id|digit_signature|model_code,1
b0007r7e7i,http://www.google.com/base/feeds/snippets/13962528990635632990,7.01376,3,strong_rescue::block_id|digit_signature|model_code,1
b0001ym04e,http://www.google.com/base/feeds/snippets/12776057589362570320,7.013254,3,strong_rescue::block_id|digit_signature|model_code,1
b000cditbc,http://www.google.com/base/feeds/snippets/1611810981921795487,7.011147,3,strong_rescue::block_id|digit_signature|model_code,1
b000hcxklc,http://www.google.com/base/feeds/snippets/18416188802563653999,7.01028,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b0007yepyg,http://www.google.com/base/feeds/snippets/10066664236286478958,7.009649,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000afkxso,http://www.google.com/base/feeds/snippets/15389880066298029811,7.009226,3,strong_rescue::block_id|digit_signature|model_code,1
b000bd1ad2,http://www.google.com/base/feeds/snippets/15389880066298029811,7.008045,3,strong_rescue::block_id|digit_signature|model_code,1
b000nkj29c,http://www.google.com/base/feeds/snippets/16573354058682977088,7.00699,3,strong_rescue::block_id|digit_signature|model_code,1
b000t53788,http://www.google.com/base/feeds/snippets/18400264612493053038,7.005462,3,strong_rescue::block_id|digit_signature|model_code,1
b000nkj29c,http://www.google.com/base/feeds/snippets/4699273716641936158,7.005425,3,strong_rescue::block_id|digit_signature|model_code,1
b000t53788,http://www.google.com/base/feeds/snippets/15988714852413665745,7.005066,3,strong_rescue::block_id|digit_signature|model_code,1
b0006aaoiw,http://www.google.com/base/feeds/snippets/13962528990635632990,7.001682,3,strong_rescue::block_id|digit_signature|model_code,1
b000hlt5hq,http://www.google.com/base/feeds/snippets/17221922176779319047,6.998524,3,strong_rescue::block_id|digit_signature|model_code,1
b000bd1ad2,http://www.google.com/base/feeds/snippets/16880957175645692718,6.997655,3,strong_rescue::block_id|digit_signature|model_code,1
b000cc22ys,http://www.google.com/base/feeds/snippets/1611810981921795487,6.997542,3,strong_rescue::block_id|digit_signature|model_code,1
b00008nruc,http://www.google.com/base/feeds/snippets/18411875162562199123,6.997223,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000btas3y,http://www.google.com/base/feeds/snippets/16880957175645692718,6.997204,3,strong_rescue::block_id|digit_signature|model_code,1
b0009y6ewu,http://www.google.com/base/feeds/snippets/1611810981921795487,6.996313,3,strong_rescue::block_id|digit_signature|model_code,1
b0009xb12o,http://www.google.com/base/feeds/snippets/14443748429238960679,6.996303,3,strong_rescue::block_id|digit_signature|model_code,1
b000mcianu,http://www.google.com/base/feeds/snippets/18055289311900407768,6.995846,3,strong_rescue::block_id|digit_signature|model_code,1
b000i7zabo,http://www.google.com/base/feeds/snippets/14079779635185918620,6.995387,3,strong_rescue::block_id|digit_signature|model_code,1
b000bcz8ng,http://www.google.com/base/feeds/snippets/11347715051073156775,6.994622,3,strong_rescue::block_id|digit_signature|model_code,1
b0009xb12o,http://www.google.com/base/feeds/snippets/1611810981921795487,6.994523,3,strong_rescue::block_id|digit_signature|model_code,1
b000in351k,http://www.google.com/base/feeds/snippets/17326098494894452732,6.994251,3,strong_rescue::block_id|digit_signature|model_code,1
b000in8nhq,http://www.google.com/base/feeds/snippets/17326098494894452732,6.993907,3,strong_rescue::block_id|digit_signature|model_code,1
b000cc22ys,http://www.google.com/base/feeds/snippets/13430373859650330295,6.993309,3,strong_rescue::block_id|digit_signature|model_code,1
b000fqvxf0,http://www.google.com/base/feeds/snippets/1611810981921795487,6.992765,3,strong_rescue::block_id|digit_signature|model_code,1
b000hpf7p6,http://www.google.com/base/feeds/snippets/11843865066277931206,6.992185,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000hpf7p6,http://www.google.com/base/feeds/snippets/1943468973342706865,6.992185,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000ju9ndq,http://www.google.com/base/feeds/snippets/14079779635185918620,6.991486,3,strong_rescue::block_id|digit_signature|model_code,1
b0002vcuzk,http://www.google.com/base/feeds/snippets/16964964575879653222,6.991481,3,strong_rescue::block_id|digit_signature|model_code,1
b0002vcuzk,http://www.google.com/base/feeds/snippets/14079779635185918620,6.991324,3,strong_rescue::block_id|digit_signature|model_code,1
b000h774k0,http://www.google.com/base/feeds/snippets/18358728426530670777,6.99127,3,strong_rescue::block_id|digit_signature|model_code,1
b000fqvxf0,http://www.google.com/base/feeds/snippets/14443748429238960679,6.989587,3,strong_rescue::block_id|digit_signature|model_code,1
b000cc09uw,http://www.google.com/base/feeds/snippets/16880957175645692718,6.98901,3,strong_rescue::block_id|digit_signature|model_code,1
b000btas3y,http://www.google.com/base/feeds/snippets/14443748429238960679,6.988725,3,strong_rescue::block_id|digit_signature|model_code,1
b000gcd73y,http://www.google.com/base/feeds/snippets/18405058220481329541,6.988649,3,strong_rescue::block_id|digit_signature|model_code,1
b0007g9760,http://www.google.com/base/feeds/snippets/13804410937823415271,6.988597,3,strong_rescue::block_id|digit_signature|model_code,1
b000ju9ndq,http://www.google.com/base/feeds/snippets/18177463782265275234,6.988505,3,strong_rescue::block_id|digit_signature|model_code,1
b0007yll20,http://www.google.com/base/feeds/snippets/11553460726656084647,6.98781,3,strong_rescue::block_id|digit_signature|model_code,1
b0009yegcu,http://www.google.com/base/feeds/snippets/13769671790180310327,6.987597,3,strong_rescue::block_id|digit_signature|model_code,1
b0002nt5ho,http://www.google.com/base/feeds/snippets/18381906790026125106,6.986746,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000bcz8ng,http://www.google.com/base/feeds/snippets/15389880066298029811,6.986496,3,strong_rescue::block_id|digit_signature|model_code,1
b0006aaoiw,http://www.google.com/base/feeds/snippets/1883379429602083103,6.985254,3,strong_rescue::block_id|digit_signature|model_code,1
b000in351k,http://www.google.com/base/feeds/snippets/17036928989465404370,6.984559,3,strong_rescue::block_id|digit_signature|model_code,1
b000in8nhq,http://www.google.com/base/feeds/snippets/17036928989465404370,6.98429,3,strong_rescue::block_id|digit_signature|model_code,1
b0007r7e7i,http://www.google.com/base/feeds/snippets/1883379429602083103,6.984105,3,strong_rescue::block_id|digit_signature|model_code,1
b00004tj14,http://www.google.com/base/feeds/snippets/2930329403993141037,6.984008,3,strong_rescue::block_id|digit_signature|model_code,1
b000h1xy3m,http://www.google.com/base/feeds/snippets/17451370028015177558,6.983328,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b0007yll20,http://www.google.com/base/feeds/snippets/3473826515983580841,6.983114,3,strong_rescue::block_id|digit_signature|model_code,1
b000rhdusa,http://www.google.com/base/feeds/snippets/4233168214815079628,6.982633,3,strong_rescue::block_id|digit_signature|model_code,1
b000o39tgo,http://www.google.com/base/feeds/snippets/5654238078872944077,6.982479,3,strong_rescue::block_id|digit_signature|model_code,1
b000edjjhs,http://www.google.com/base/feeds/snippets/14443748429238960679,6.982085,3,strong_rescue::block_id|digit_signature|model_code,1
b000ndibjq,http://www.google.com/base/feeds/snippets/18406867413031084183,6.979491,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b000162zq0,http://www.google.com/base/feeds/snippets/18382903514613113420,6.979482,3,strong_rescue::block_id|digit_signature|model_code,1
b000io7a9m,http://www.google.com/base/feeds/snippets/16880957175645692718,6.979482,3,strong_rescue::block_id|digit_signature|model_code,1
b000o39u8q,http://www.google.com/base/feeds/snippets/5654238078872944077,6.979439,3,strong_rescue::block_id|digit_signature|model_code,1
b000bo9rt0,http://www.google.com/base/feeds/snippets/16978988391209170797,6.979212,3,strong_rescue::block_id|digit_signature|model_code,1
b000o3bj3k,http://www.google.com/base/feeds/snippets/5654238078872944077,6.978904,3,strong_rescue::block_id|digit_signature|model_code,1
b000q1pyzo,http://www.google.com/base/feeds/snippets/5654238078872944077,6.978803,3,strong_rescue::block_id|digit_signature|model_code,1
b000o39u8q,http://www.google.com/base/feeds/snippets/15507274987164673073,6.978423,3,strong_rescue::block_id|digit_signature|model_code,1
b000o3bj3k,http://www.google.com/base/feeds/snippets/15507274987164673073,6.977906,3,strong_rescue::block_id|digit_signature|model_code,1
b000q1pyzo,http://www.google.com/base/feeds/snippets/15507274987164673073,6.977809,3,strong_rescue::block_id|digit_signature|model_code,1
b000ndibkk,http://www.google.com/base/feeds/snippets/18406867413031084183,6.97753,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b000hed3fs,http://www.google.com/base/feeds/snippets/17451370028015177558,6.977443,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b000o3d9ce,http://www.google.com/base/feeds/snippets/5654238078872944077,6.976559,3,strong_rescue::block_id|digit_signature|model_code,1
b000o3d9ce,http://www.google.com/base/feeds/snippets/15507274987164673073,6.975642,3,strong_rescue::block_id|digit_signature|model_code,1
b000bhq5jw,http://www.google.com/base/feeds/snippets/13962528990635632990,6.975465,3,strong_rescue::block_id|digit_signature|model_code,1
b000nkpf7u,http://www.google.com/base/feeds/snippets/5654238078872944077,6.972826,3,strong_rescue::block_id|digit_signature|model_code,1
b000nkpf7u,http://www.google.com/base/feeds/snippets/15507274987164673073,6.972038,3,strong_rescue::block_id|digit_signature|model_code,1
b000ivfciq,http://www.google.com/base/feeds/snippets/17149948893700452737,6.969224,3,strong_rescue::block_id|digit_signature|model_code,1
b000hkpb3e,http://www.google.com/base/feeds/snippets/17758768496498527800,6.968654,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000bhq5jw,http://www.google.com/base/feeds/snippets/1883379429602083103,6.967441,3,strong_rescue::block_id|digit_signature|model_code,1
b000epcfz4,http://www.google.com/base/feeds/snippets/17149948893700452737,6.967359,3,strong_rescue::block_id|digit_signature|model_code,1
b000b6n2o4,http://www.google.com/base/feeds/snippets/18308374908816476565,6.96658,3,strong_rescue::block_id|digit_signature|model_code,1
b00023azve,http://www.google.com/base/feeds/snippets/11816902045207686274,6.966494,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b000pijt6i,http://www.google.com/base/feeds/snippets/2062975649512805986,6.966255,5,strong_rescue::anchor_bigram|block_id|long_pair|title_prefix3|token_skeleton,1
b000fb9w3a,http://www.google.com/base/feeds/snippets/725822618923623741,6.965762,3,strong_rescue::block_id|digit_signature|model_code,1
b00006h38u,http://www.google.com/base/feeds/snippets/16956549603239486399,6.964231,3,strong_rescue::block_id|digit_signature|model_code,1
b000h5j4ka,http://www.google.com/base/feeds/snippets/12991998923940483779,6.962808,5,strong_rescue::block_id|digit_signature|field_presence|rare_token|token_skeleton,1
b0002c3vqq,http://www.google.com/base/feeds/snippets/11843865066277931206,6.962258,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b0002c3vqq,http://www.google.com/base/feeds/snippets/1943468973342706865,6.962258,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000rhdusa,http://www.google.com/base/feeds/snippets/7744305702477366904,6.961901,3,strong_rescue::block_id|digit_signature|model_code,1
b000fabege,http://www.google.com/base/feeds/snippets/16978988391209170797,6.96158,3,strong_rescue::block_id|digit_signature|model_code,1
b000io7a9m,http://www.google.com/base/feeds/snippets/15389880066298029811,6.960725,3,strong_rescue::block_id|digit_signature|model_code,1
b000gkxmea,http://www.google.com/base/feeds/snippets/15893880004435051441,6.959596,3,strong_rescue::block_id|digit_signature|model_code,1
b000068xo6,http://www.google.com/base/feeds/snippets/18413075895200367717,6.959497,3,strong_rescue::block_id|digit_signature|model_code,1
b000exu9ay,http://www.google.com/base/feeds/snippets/18433413888105089937,6.959068,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000ivkrvs,http://www.google.com/base/feeds/snippets/18382903514613113420,6.958165,3,strong_rescue::block_id|digit_signature|model_code,1
b000ivkrww,http://www.google.com/base/feeds/snippets/18382903514613113420,6.958165,3,strong_rescue::block_id|digit_signature|model_code,1
b000u1w4us,http://www.google.com/base/feeds/snippets/3621810113236094380,6.957633,3,strong_rescue::block_id|digit_signature|model_code,1
b00006h38u,http://www.google.com/base/feeds/snippets/10432571578455910310,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000a7mfn8,http://www.google.com/base/feeds/snippets/3360196621571367222,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000b6oboy,http://www.google.com/base/feeds/snippets/12995633419619423983,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000b6oboy,http://www.google.com/base/feeds/snippets/6568536681076463852,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000fzxiou,http://www.google.com/base/feeds/snippets/18055289311900407768,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000fzxiou,http://www.google.com/base/feeds/snippets/8395248988761650431,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000fzz77q,http://www.google.com/base/feeds/snippets/18055289311900407768,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000fzz77q,http://www.google.com/base/feeds/snippets/8395248988761650431,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000j588g4,http://www.google.com/base/feeds/snippets/18433413888105089937,6.95,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1
b000kjzigw,http://www.google.com/base/feeds/snippets/8395248988761650431,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000mcianu,http://www.google.com/base/feeds/snippets/8395248988761650431,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000u1w4us,http://www.google.com/base/feeds/snippets/13321642681501377375,6.95,3,strong_rescue::block_id|digit_signature|model_code,1
b000f613x2,http://www.google.com/base/feeds/snippets/8283450521159112077,6.91532,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000hi1i9c,http://www.google.com/base/feeds/snippets/13771177133224281760,6.914496,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000jx1kdy,http://www.google.com/base/feeds/snippets/13771177133224281760,6.914496,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b00078x3hm,http://www.google.com/base/feeds/snippets/18435579466587005010,6.912619,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000aa8796,http://www.google.com/base/feeds/snippets/15315822485835000773,6.9068,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000g7wses,http://www.google.com/base/feeds/snippets/15318442980556593434,6.906117,4,strong_rescue::block_id|digit_signature|prefix_pair|token_skeleton,1
b0006g2wke,http://www.google.com/base/feeds/snippets/18416188802563653999,6.894484,5,strong_rescue::block_id|digit_signature|field_presence|rare_token|token_skeleton,1
b000aa8796,http://www.google.com/base/feeds/snippets/8283450521159112077,6.891752,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000h27swy,http://www.google.com/base/feeds/snippets/2209370345378693785,6.889473,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b0009ren8e,http://www.google.com/base/feeds/snippets/13936651598678930053,6.888759,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000g7wses,http://www.google.com/base/feeds/snippets/17199343428206068180,6.88533,4,strong_rescue::block_id|digit_signature|prefix_pair|token_skeleton,1
b0009stm6g,http://www.google.com/base/feeds/snippets/18387170188665857199,6.869988,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b0007yepy6,http://www.google.com/base/feeds/snippets/13796906802854864998,6.869633,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
b000067fdw,http://www.google.com/base/feeds/snippets/12905177887993533095,6.867137,4,strong_rescue::block_id|categorical_value|digit_signature|token_skeleton,1
